event_nm,tme_dc,event_bgn_de,event_end_de,auspc_instt_nm,opmt_place_nm,event_dc
2018 스타라이트 뮤지컬 페스티벌, 3회,2018-10-20,2018-10-21,PL엔터테인먼트 인천관광공사,인천 파라다이스시티,"3회째를 맞는 ‘2018 스타라이트 뮤지컬 페스티벌’은 신나는 파티와 고품격 로맨틱 공연으로 깊어가는 가을밤의 설렘을 전했다. 이외에도 어린이 뮤지컬, 창작 뮤지컬, 추억 소환 뮤지컬, 미래를 여는 무대, 크로스오버 콜라보레이션 무대, 아티스트들의 새로운 면모를 만날 수 있는 무대 등 다양한 콘텐츠로 폭넓은 관객층이 어우러져 함께 페스티벌을 즐길 수 있는 시간을 준비했다."
 2018 김해아티스트페스티벌 ,,2018-10-20,2018-10-25,,김해문화의전당,"김해문화의전당은 김해지역공연예술단체를 지원하기 위해 올해 초 공모사업을 벌여 이번 행사의 3개단체를 선정했다. 그 결과 이 행사에 우성자무용단의 '남풍류-淸明(청명)', 최선희무용단의 '가야무용극 무접무애', 마르떼의 '영화음악 작곡가-엔니오가 만난 김삿갓'이 공연됐다."
제31회 창원예술제,31회,2018-10-20,2018-10-29,창원시,"성산아트홀, 창원문화원, 창원대학교, 소극장 표현공간, 의창노인종합복지관, 창원시 일원","20일 오전 9시 창원대 예술관에서 창원음악협회가 준비한 '제29회 전국학생음악경연대회'가 시작으로 창원연예협회는 24일 오후 1시 의창노인종합복지관에서 '가을음악회'를 열고, 창원국악협회는 25일 오후 3시 성산아트홀 소극장에서 '전통국악공연'을 마련했다. 창원연극협회는 27일 오후 3·6시 소극장 표현공간에서 연극 <하녀들>을 무대에 올렸다. 창원문인협회는 26일 오후 6시 30분 창원문화원 강당에서 '시월애 밤 가족 시 낭송 대회'를 치뤘다. 창원무용협회는 27일 오후 3·7시 성산아트홀 소극장에서 '2018 창원무용제'를 열었다."
2018 실험극 페스티벌,,2018-10-20,2018-11-03,골목실험극장 극단 동성로,골목실험극장,‘2018 실험극페스티벌’이 골목실험극장에서 펼쳐졌다. 축제기간 극단 동성로의 소극장인 골목실험극장에서 소리를 기반으로 하는 실험극을 만나 볼 수 있다. 부제는 ‘사운드 오브(Sound of) 골목실험극장’이다.
제41회 한국합창제,41회,2018-10-20,2018-11-30,KFCM 사단법인 한국합창총연합회,"류관순기념관, KBS홀",서울수송초등학교 ‘아리솔합창단’은 지난 20일 류관순기념관에서 개최된 ‘제41회 한국합창제’의 '한국 초등학교 합창의 밤' 행사에 참가해 아름답고 순수한 천상의 목소리로 관객들에게 감동을 선사했다.
제8회 강동예술인페스티벌,8회,2018-10-22,2018-11-01,강동예술인페스티벌 조직위원회,강동아트센터,"화합과 평화’를 주제로 청소년교향악단, 여성합창단, 경기민요, 국악관현악, 풍물, 무용의 구립예술단 6개 단체와 미술, 사진, 서예, 문인, 국악, 무용, 음악, 연극 등 8개 강동예술인총연합회 회원 단체가 참여했다."
2018 NEW MEDIA MUSIC FESTIVAL,,2018-10-23,2018-10-24,,용산아트홀 소극장 가람,상명대학교 뉴미디어음악학과가 주관한< 2018 NEW MEDIA MUSIC FESTIVAL>가 2018년 10월 23-24일 용산아트홀 소극장 가람에서 진행되었다.
제39회 서울무용제,39회,2018-10-23,2018-12-04,사단법인 한국무용협회,"아르코예술극장 대극장, 상명아트센터 대신홀, 이화여대 삼성홀, 강동아트센터","이번 무용제는 '모두가 춤추고, 모두가 함께 즐기는 무대'를 표방했다. 무용제는 사전축제, 부대행사, 본행사로 꾸며졌다. 올해는 더욱 새롭게 (사)한국발레협회, (사)한국현대무용협회, 융·복합 공연예술의 발전을 주도하는 파다프, 25개의 전국 대학무용학과와 협력하여 부대행사 'All That Dance'를 새롭게 기획했다."
제38회 울산예술제,38회,2018-10-24,2018-11-15,(사) 한국예총 울산광역시연합회,울산문화예술회관,울산문인협회를 비롯해 울산예총 산하 10개 단위지회가 참가했다. 울산연극협회가 10월27일 오후5시 울산예술회관 소공연장에서 극단 세소래의 ‘아무것도 하지마라’를 펼쳤다.
제8회 2018 대구관악축제,,2018-10-25,2018-10-26,대구관악축제 조직위원회,대구콘서트하우스 그랜드홀,"대구청소년관악합주단은 70여명의 단원들이 서로 화목한 분위기 속에서 협동단결하며, 음악적 지식과 기량을 맘껏 펼쳐 나가며 필요한 정보를 공유함으로써 세계적인 음악가의 꿈을 키움은 물론, 음악문화 발전에 크게 기여할 인재로 성장하기 위해 노력하고 있다. "
제19회 영호남연극제,19회,2018-10-25,2018-10-31,"(사)한국연극협회 전북지회, (사)한국연극협회 익산지부","익산 아르케 소극장, 솜리문화예술회관 소공연장","25일 소극장 아르케에서 광주 극단 사람사이 ‘우주인’, 28일 소극장 아르케에서 전주 창작극회 ‘늙은부부 이야기’, 30일 솜리문화예술회관 소공연장에서 경북 (사)한국연극협회 경북지회 ‘춘아춘아 옥단춘아’, 31일 소극장 아르케에서 경남 극단 상상창꼬의 연극 ‘타이피스트’가 무대에 올랐다."
제9회 대전국제소극장연극축제,9회,2018-10-25,2018-11-11,"대전광역시, 사단법인 한국연극협회대전광역시지회","상상 아트홀, 소극장 커튼콜, 소극장 고도, 우리들공원","러시아, 일본, 루마니아, 중국, 리투아니아, 한국의 우수작품들을 대홍동 일대의 소극장에서 열렸다."
제14회 광주국제평화연극제,14회,2018-10-26,2018-11-07,"광주광역시, (사)한국연극협회 광주광역시지회","광주문화예술회관 소극장, 빛고을 시민문화관","국내 주제공연으로는 극단 씨어터 세종 '1919 세상을 바꾸기 위한 과정' 극단 아트컴퍼니원 '숨바꼭질' 극단 에저또 '검정고무신' 등이 진행됐다. 해외초청공연은 그리스, 중국, 일본 국내극단과 러시아극단의 콜라보 공연 '잊어라' 등이며 광주문화예술회관소극장, 빛고을시민문화관에서 공연됐다."
제12회 광명농악 대축제,12회,2018-10-27,2018-10-28,,광명시민체육관 오픈아트홀,‘생명의 소리여! 영원한 민족혼이여!’이란 주제로 열린 이번 광명농악대축제에는 쌀쌀한 가을 날씨에도 불구하고 이천여 명의 시민들이 찾아 성황을 이뤘다.
제18회 한국 국제 2인극 페스티벌,18회,2018-10-28,2018-12-02,2인극 페스티벌 조직위원회,"SH아트홀, 예술공간 혜화, 대학로스타시티 후암스튜디오, 노을소극장","공식참가작 11개, 해외초청작 4개, 기획초청작 4개, 특별참가작 3개, 대학참가작 24개 총 46작품이 성황리에 공연되었다."
제5회 해운대재즈페스티벌,5회,2018-10-30,2018-11-03,"한국문화예술위원회, 해운대문화회관",해운대문화회관 해운홀,"공연 전후, 음악에 어울리는 와인이 제공되는 4일간 특별하게 펼쳐지는 제5회 해운대 재즈 페스티벌의 메인 콘서트 '재즈 와인에 빠지다'는 세대간의 교감, 다양한 장르의 만남을 테마로 하며 세대를 초월한 여성재즈디바들의 공연이 펼쳐졌다."
2018 예술의전당 대학오케스트라축제,5회,2018-10-30,2018-11-08,예술의전당,예술의전당 콘서트홀,"올해는 '젊음, 클래식을 물들이다'라는 부제로 경희대학교, 계명대학교, 서울대학교, 숙명여자대학교, 연세대학교, 한국예술종합학교, 한양대학교 등 총 7개 대학의 오케스트라가 참여했다."
2018 서울국제음악제 SIMF,10회,2018-11-01,2018-11-11,서울국제음악제,"일신홀, 롯데콘서트홀, 예술의전당, 영산아트홀, 세종문화회관","올해로 10주년을 맞았으며 ‘10주년, 10개의 발자국’이라는 슬로건을 내걸었다."
2018 제8회 서울미래연극제(ST-Future),8회,2018-11-02,2018-11-16,서울연극협회,동양예술극장 2관,"서울미래연극제 5작품은 다양한 연극언어를 모색하고, 장르 경계 없는 과감한 실험과 시도를 탐미하는 작품으로 사랑과 삶에 대해 이야기했다. 5작품 모두 창작이며, 재연작품이지만, 이번 서울미래연극제를 준비하면서 또 한층 탈피하고 변모하였다."
2018 부산가을연극페스티벌,6회,2018-11-02,2018-11-25,부산소극장연극협의회,"소극장 6번 출구, 액터스 소극장, 하늘바람소극장, 열린아트홀, 청춘나비아트홀, 한결아트홀, 레몬트리 소극장",11월 2일 소극장 6번출구에서 극단 맥의 <놀부가 왔다>가 개막공연으로 무대에 올랐다. 11월 25일 레몬트리소극장에서 극단 노마드의 <마지막 바캉스>로 페스티벌의 막을 내렸다. 대표 프로그램인 소극장릴레이작품전에는 7개 극장과 극단이 참가해 7개 작품을 공연했다. 가족극 초청공연은 기존 3회에서 올해는 7회로 늘려 어린이와 가족이 함께 즐길 수 있는 볼거리를 제공했다.
2018 충북 젊은작가 창작작품 페스티벌,,2018-11-02,2018-12-17,충북민예총,"청주 예술의전당 소공연장, 동부창고 갤러리, 충북민예총 문화공간 민다방",청주 예술의전당 소공연장에서 2018년 11월 8일 '콘트라베이시스트 김삼열의 토크가 있는 재즈콘서트'가 열렸다.
제3회 용인 벨리댄스 페스티벌,3회,2018-11-03,2018-11-03,용인벨리댄스페스티벌 조직위원회,용인 수지여성회관 큰어울마당,<제3회 용인 벨리댄스 페스티벌>이 11월 3일 용인 수지여성회관 큰어울마당에서 열렸다.
제15회 고마나루전국향토연극제,15회,2018-11-03,2018-11-10,공주시,공주문예회관 대공연장,"경기, 전라도, 경상도, 충청도, 서울 등 전국 각지에서 26개 작품이 접수되어 각 분야의 전문가로 이루어진 심사위원들이 엄선한 6개 작품이 선정되어 무대에 올랐다."
2018 구로 클래식 페스타,,2018-12-01,2018-12-08,구로문화재단,구로아트밸리 예술극장,"구로 클래식 페스타는 지역 예술가와 아마추어 예술가가 함께하는 소통, 배려, 화합의 클래식 축제이다. 일상 속 예술 2018 구로 클래식 페스타는 14개의 단체, 총 230여 명의 연주자들이 평화와 화합을 주제로 공연했다."
제29회 광주음악제,29회,2018-11-05,2018-11-09,한국음악협회 광주광역시지회,유·스퀘어 문화관 동산아트홀,5일 ‘음악이 흐르는 삶’이라는 타이틀로 광주에서 활동하고 있는 아마추어 연주팀을 초청해 콘서트를 진행한 데 이어 6일에는 ‘시(詩)는 새 노래가 되어’라는 타이틀로 작곡가들의 창작가곡을 성악가들의 음성으로 선보였다. 7일에는 ‘재즈 인 광주’를 주제로 광주지역에서 활동하는 재즈밴드를 초청해 실용음악 콘서트를 펼쳤다. 8일에는 ‘건반과 나누는 수다’라는 주제로 광주지역을 대표하는 피아니스트들이 한자리에 모였다. 마지막날인 9일에는 실내악 콘서트인 ‘클래식 인 시네마’가 진행됐다. 
2018 판페스티벌,,2018-11-05,2018-11-25,극단/소극장 산울림,"소극장 산울림, 산울림 아트 앤 크래프트, 얘기아트씨어터, 카페 언플러그드","이번 축제에는 소극장 산울림, 산울림 아트 앤 크래프트, 얘기아트씨어터, 카페 언플러그드 네 곳에서 동시에 진행됐다. 또한 독립영화 배급사 3군데를 포함한 총 29개의 예술단체가 참여했다."
제3회 대구교육연극축제,3회,2018-11-06,2018-11-12,대구광역시교육청,"대구광역시 교육연수원 아름드리홀, 감꽃갤러리, 민드레홀, 대명공연문화거리 소극장 일대","대구교육연극축제는 교육연극을 통한 선도적인 전인교육 실현 방안을 제안하고, 사회의 다양한 계층․세대 간의 소통 활성화를 위한 목적으로 12개의 학생극단과 가온어울림 뮤지컬단, 교원극단을 운영해 온 결과물을 발표하는 자리다."
제8회 국제2인무페스티벌,8회,2018-11-07,2018-12-02,(사)한국춤예술센터,대학로 성균소극장,"올해로 8회째인 Duo Dance Festival(국제2인무페스티벌, 예술감독 이철진)은 관객과 더욱 가깝게 젊은 춤꾼들의 다양한 춤의 향연을 선보이고자 시작되었다. 기존 중대극장에서의 1회성 3~4일 공연이던 것과 달리, 소극장에서 매주 5개팀이 5일씩, 한달간 총 20개팀이 현대무용, 진도북춤, 태평무, 발레, 일본팀, 스페인팀까지 다양한 공연을 펼쳤다."
2018 강서구 합창페스티벌,5회,2018-11-09,2018-11-09,강서구,강서구민회관 우장홀,올해 5회를 맞는 강서구 합창 페스티벌은 합창의 보급과 대중화를 위한 참가형 음악축제다.
제3회 당진전국연극제,3회,2018-11-09,2018-11-19,"당진전국연극제 집행위원회, 당진문화재단, 당진문예의전당",당진문예의전당,"연극제의 시작을 알리는 첫 공연은 10일 충남 당진의 류희만 연출의 '그날'이다. 이후 공연은 11일 광주의 '숨바꼭질', 12일 대구 '백마 타고 오는 초인이 있어', 13일 부산 '뿔', 14일 전남 광양 '다시라기', 15일 충북 청주 '달나라 연속극', 16일 전북 전주 '혈맥', 17일 울산 '나는 각설이로소이다', 18일 강원도 원주 '풍경A', 19일 대전 '내 사랑 하이옌' 순으로 이어졌다."
